Species	ERAS6_Dag42	ERAS7_Dag8	ERAS11_Dag180	ERAS3_Dag180	ERAS9_Dag42	ERAS9_Dag4	ERAS7_Dag4opt	ERAS2_Dag0	ERAS2_Dag42	ERAS2_Dag180	ERAS4_Dag0	ERAS3_Dag4	ERAS9_Dag8	ERAS7_Dag0	ERAS11_Dag8	ERAS11_Dag4opt	ERAS4_Dag180	ERAS5_Dag4	ERAS3_Dag0	ERAS9_Dag0	ERAS11_Dag42	ERAS5_Dag180	ERAS5_Dag0	ERAS5_Dag42	ERAS6_Dag8opt	ERAS2_Dag8	ERAS4_Dag4opt	ERAS6_Dag4opt	ERAS6_Dag180	ERAS7_Dag42	ERAS2_Dag4opt	ERAS4_Dag42	ERAS3_Dag42	ERAS7_Dag180	ERAS11_Dag0	ERAS4_Dag8opt	ERAS5_Dag8	ERAS6_Dag0	ERAS3_Dag8	ERAS9_Dag180	ERAS8_Dag180	ERAS10_Dag0	ERAS12_Dag180	ERAS12_Dag2	ERAS8_Dag8	ERAS12_Dag4opt	ERAS8_Dag0	ERAS12_Dag42	ERAS1_Dag8	ERAS12_Dag0	ERAS1_Dag42	ERAS10_Dag180	ERAS10_Dag8	ERAS1_Dag0	ERAS8_Dag42	ERAS1_Dag180	ERAS10_Dag42	ERAS12_Dag8	ERAS12_Dag1opt
motu_linkage_group_366	0.0112679781605147	0	0.000572617711681089	0	0	0.000287862575320392	0	0.00811230743957484	0	0.000105073675756811	0.00423382926944322	0	0	0.0098065746531668	0	0	0.000190468267471196	0	0.00211379875422881	0.00111621385284861	0.000341175669016548	0.0010200583840386	0.000617874849673811	0	0	0	5.00026186499618e-05	0	0.00932908023148856	0	0	0.000172048241687685	0	7.50373909157516e-05	0.0050572963759971	0	0	0.00237323897260614	0	0.000228032757942191	0.00972747160592273	0.00898770950650431	0.00661121454920995	0	3.96896810182261e-05	0	0.00712809569205113	0.00667858661777971	0	0.00391871579050773	0.000341088350508501	3.1142655860252e-05	0	0.00935254339965973	0.00936986281964986	0.00125395275293748	8.0675670263553e-05	0	0.0019819999608457
motu_linkage_group_373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205928636688789	0	0	0	0	0	0	0	0	0	0	0	0	7.60732568263676e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_375	0	0	0.000861653318529639	0	0	0	0	0	0	0	6.94070372039873e-05	0	0	0	0	9.41317383427465e-05	0	0	0	0	0	0	0	0	0	0	9.66717293899262e-05	0	0	0	0	0	0	0	0.00181527640700148	0	0	0.000186136390008325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_376	0	0	0.00555711855431457	0	0	0	0	0.00215224483090761	0	0	0	0	0	0.000274309780508162	0	5.64790430056479e-05	0	7.54280527551253e-05	0	0	0	0	0.0259670035507652	0	0	0	0	0	0.00213257057923266	0	0	0	0	0.000885441212805869	0.000713371780997072	0	0	0.000493261433522061	0	0	0.000759567994935483	0.000155604388963025	0.000100280419251668	8.56000525235993e-05	0	0	0.00130545200796952	0.000193289910921018	0	9.1844901340025e-05	0	0	0	0.00010782724808328	0	0	0	0	0.000177430222929841
motu_linkage_group_379	0	8.53853974798833e-05	0	0	0	0	2.94219905299816e-05	0	0	0	0	0	0	9.35146979005098e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21820591555823e-05	0	0	0	0.0709553568499347	0	0	0	0.00644829636814554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_383	0	0	0.00854563765908825	0	0	0	4.41329857949723e-05	0	0	0	0	0	0	0.000473807802695916	8.77638308531263e-05	0.000108251499094158	0	0.000535539174561389	0	0	0.000690880729758509	0	0.00257989849512925	0	0	0	0	0	0.000974680024185372	0	0	0	0	0.000241787148506311	0.0122228611404766	0	0	0	0	0	0	0.000529054922474284	0	0	0	0.000202187308231267	0	0	0	6.12299342266833e-05	0	0	0	0	0	0	0	0	0.000112720376920134
motu_linkage_group_385	0	0	0	0	0	0	0	0	0	0	0.000985579928296619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146674348039888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231313084856359	0	0	0	0	0	5.85959230344619e-05	0	0	0
motu_linkage_group_386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103176412509158	0	0	0	0.000116335243755203	0	0	0	0.00069710766255435	0	0	0	0	0	0	0	0.000137767352010037	0	0	0	0	0	0	0	0	0.00019830436680394
motu_linkage_group_389	0	0	0.00177238815520337	6.64051990490811e-05	0	0	0	0	0	0	0	0.000301158671598453	0	0	0	4.23592822542359e-05	0	0	0.0675900040681455	0	0.000123202324922642	0	0	0	0	0	0	0	0	0	0	0	0	0.000315157041846157	0.00149043747101174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_391	0.0209764231841003	0	0.00288490256646949	0	0	0.00193507620076485	0	0.00515876530239086	0.000394319429102038	0	0.00405337097271286	0.000471224744971697	6.90817740766407e-05	0.00107230186925918	0	0	0.000369732519208792	0.000100570737006834	0.0143222754615796	0.048364557193681	0	0.000159384122506031	0.0301186889441875	7.7653315221129e-05	0.00266911862227605	0	4.44467721332994e-05	0	0.00820783178261366	0	0	0.0336282625732054	0	0.00390944806671066	0.00440761850401762	7.1514661002135e-05	0	0.0256495945431472	7.18689699299672e-05	0.00319958463487637	0.010251354716833	0.00549594701817403	0.000153155549402547	8.56000525235993e-05	0	0	0.00358316534405022	0.000642899051541648	6.89144458342025e-05	0.00363093509964232	6.55939135593272e-05	0.000196198731919587	0	0.0134764455149902	0.00431013689703894	0.0230985128601849	0	0	0.0103702746766524
motu_linkage_group_394	0.000400420670292605	0	0.000218140080640415	0.000113837484084139	0	0.000159923652955773	0	0	0.000912567821636146	8.40589406054489e-05	0.00207527041239922	0	0	0.000879038160264792	0	0	0	0	0	0.000251187364916706	0.000146218143864235	0	0.000455276205022808	0	0	0	3.33350790999746e-05	0	0.00672749069324941	0	0	0.00103945812686309	0	0	0.00268788296054254	7.1514661002135e-05	0	0.0104050242014654	0	0.000484569610627156	0.000213804324500358	0.000224070320106756	0	0	5.29195746909682e-05	0	0.000278569256930734	0	0	0.000153074835566708	0	0	0	0.000145811846839889	0.0116470234200617	0.000222664507530955	0	0	0.000140900471150168
motu_linkage_group_398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713299666822378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_4	0	0	0	0	0	0.00375820584446067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043712488699372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00605615026709708	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_404	0	0	0.000321756618944612	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241782659531083	0	0	0	0.00046058715317234	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203820508856306	0.000107271991503203	0	0	0	0	0	0.00246477352117431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_407	0	0	0	0	0	0.00023988547943366	0	0.00628289933330337	0	0	0.00245527394109105	0.000148807814201588	0	0.00091956119602168	0	5.29491028177949e-05	0	0	0.00625761765352491	0.000524802173129546	0	0.000191260947007238	0.00458663676786371	0.000407679904910927	0	0	0.000295848827012274	0	0.0025099842728082	0	0	0	0	7.50373909157516e-05	0.00219743986110705	0	5.68001965182405e-05	0.00531652063961278	0	0	0.00438158204485932	0.00242742846782318	0	8.56000525235993e-05	0	0	0.000655457075131139	7.56351825343115e-05	6.89144458342025e-05	0.00362021986115265	0	0	0	0.0141609034783916	0	0.000683619102068722	0	0.000160230557827051	0.0191624640764229
motu_linkage_group_411	0	0	0	0	0	0	0	0.0197145626511137	0.000230958522759765	0	0.00154083622592852	0	0	0	0	0	0	0	0	0	0.000121848453220196	0	0	0	0	0.000217136733088398	5.00026186499618e-05	0	0	0	0	0	0	0.000262630868205131	0.000719741171898831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_414	0	0	0	0	0	0.000213231537274364	0	0	0	0	0	0.000124006511834657	0	0	0	0	0	0	0.00296447386263796	0.00677499420811277	0	0.00106468593834029	0.000677494352712513	0.00177981398486828	0	0	0	0	0.000505661065178877	0	0	0	0	0	0	0	0	0	0	0.00156202439190401	0.000939613741883153	0.00108923072274117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_415	0	0	0.000109070040320207	0.000988699630286318	0	0	0	0.00130974215350959	0	0.000882618876357213	0.000190869352310965	0	0	0.000914365935027207	0	0	0.00065979203764532	0	0	0	0.00547776490809902	0.000587950318577804	0	0	0	0	0	0	0	0	0	0	0	0	0.00093417733225807	0	0	0.000255937536261447	0	7.98114652797668e-05	0.00130658198305774	0.000809142822607728	0	0	0	0	0.00104994512960821	0	0	0.000214304769793392	0.00280353245360976	0	0	0.00393406080885662	0	0.000950556084781271	0	0	9.39336474334454e-05
motu_linkage_group_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000232981993952073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_430	0	0	0	0	0	0	0.000102976966854935	0	0	0	0.000235983926493557	0	0	0.0016209214302755	0	7.05988037570599e-05	0	7.54280527551253e-05	0	0	0	0	0.00402702643252317	0	0	0	8.66712056599339e-05	0	0	0	0	0	0	0	0.00423564494967011	0	0	0.000217159121676379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_431	0.000477694834735038	0	0.000567164209665079	0	0.00102171258850736	0	0	0	0	0	0.000832884446447847	0	0.000718450450397064	0.00145259497405459	0	0	0.000326783792229993	0.000196112937163326	0.000326521758783312	0.000408179467989647	0.000540194809276201	0.000573782841021713	0.000301108601205561	0.00204072912401127	0	0	4.44467721332994e-05	0	0.00244769269231515	0.000618387980168698	0	0.00151438296068847	0	0.000802900082798542	0.000180466075549854	0	0.000971283360461912	9.30681950041624e-05	0	0.00112306133286529	0.000135034310210753	0.000632791181782967	0	0	0	0	0.000841169913084961	0	0	0	0	0.000626745949187571	0.000314251689592574	0	0.000127770856631589	0	0.00180655875911599	0	0
motu_linkage_group_434	0	0	0	0	0	0	0	0	0	0	0.000385594651133262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44467721332994e-05	0	0.0046494761387623	0	0	0	0	0	0	0	0	0	0	0	0.000956493030659497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_437	0	0	0	0	0	0	0	0.00466209341833526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012570067583703	0	0	0	0	0	0
motu_linkage_group_439	0	0	0	0	0	0	0	0	0.000218283969681485	0	0	0	0.00141233849223354	0	0	0	0	0	0	0	0	0	0	5.82399864158467e-05	0	0	0	0	0	0	0	0.00281171432017373	0	0	0	7.1514661002135e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_443	0.00106076353007339	0	0.000305396112896581	0.00202535857099697	0	0.00023988547943366	3.92293207066421e-05	0.00564219260287165	0.00222508820707579	0.00709247311358475	0.00200586337519523	0.00147567749083242	0	0.0037592908556005	0	0	0.00220158909165235	0	0.000644450839703905	0.00133521783663536	0.00071646890493475	0.00165121950916248	0.000617874849673811	0.00547921792200286	0	0	0.00057669686842956	0	0.000170996495471118	0.000414051082373824	0	0.00105379548033707	0	0.000690343996424915	0.000114649036231672	0	0	0.00281996630862612	0	0.00200668826989128	0.00131658452455484	0.000199173617872672	0.000906170333965071	0.000171200105047199	0	0	0.00156763483802197	0	0	0.00134093555956436	0.00272433387649739	0.0011367069388992	0	0.00297113080854927	0.00132313820422934	0.00204499771390272	0.000853145213037073	0	0.00399218001592143
motu_linkage_group_445	0	0	0.00105953753453916	0	0	0	0	0	0	0	0.000594917461748462	0	0	0	8.77638308531263e-05	0.00072615912435833	0.00129646467774512	0	0	0	0.000986972471083585	0	0	0	0	0	0.0292634372956205	0	0.000303606022571169	0	0	0.000327710936547971	0	0	0.000136486947894848	0.0355632192783474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_45	0.00705302373638203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013565575415414	0	0	0	0.0092851097040817	0	0	0	0	0	0	0	0	0.000558409170024975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_450	0	0	0	0.00133917151415647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000713192262605655	0	0	0.000752293058228468	0	0	0	0	0	0	0.000622915804930501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024196865890774	0	0	0.00149814524988435	0	0.000244149679310258	0	0	0
motu_linkage_group_451	0	0.00025615619243965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_452	0	0	0	0	0	0	0	0.000231780212559281	0	0	0	0	0	0.000318642674327663	0	0	0.000441158119510491	0	0	0	0	0	5.4199548217001e-05	0	0	0	0	0	0.000797983645531884	0	0	0.00439678839868527	0	0	0.00014331129528959	0	0	0	0	0	0.000443862778933492	0	0	0	0	0	0	0	0	0	0	0	0	0.000308778028602119	0	0.000846385554942228	0	0	0
motu_linkage_group_456	0	0	0.00129520672880246	0.00910581291960524	0.0115722599480747	0.000159923652955773	0	0.000227050004139704	0.000760473184696788	0.000315221027270433	0.000841560326098345	0	0	0.000451987706519131	0	0	0.0148033057880187	0	0.00304180796340243	0.00515719058594612	0.00494704720073994	0.00856689658469918	0.0068494679059235	0.00289452732486758	0	0	0	0	0.000622915804930501	0.00670144365465426	0	0.00444457957693185	0.000232814068920444	0.00105990314668499	0.000118288688175535	0	0	0.000139602292506244	0	0.00618538855918193	0.000928360882698924	0.000163384608411176	0	0	0	0	0.000341383893297468	0.000302540730137246	0	6.12299342266833e-05	0.00271121509378552	0.00686306278520303	0	0.000754790736582957	0.00181718551653815	0.00305431248817133	0.00291188747357512	0.000387223848082041	0
motu_linkage_group_457	0	0	5.45350201601037e-05	0	0	0	0	8.27786473426004e-05	7.04141837682211e-05	0.00408386353108139	0	0	0	0	0	0	0.00186111150241463	0	0.000141779184734859	0	0	0	0	0	0	0.0027584407203452	0	0	0	0	0	0	0	0	0.000134464919037146	0	0	0.000186136390008325	0	0	9.84625178620071e-05	0.000221304019858524	0	0	0	0	0	0	0	0	0	0	0	0.000983515202214156	0	0	0	0	0
motu_linkage_group_458	0.00326658967870283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64019947036562e-05	0	0	0	0	0	0	0	0	0	0.00288511404512904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_460	0	0	0.00105174681737343	0	0	0.000213231537274364	0	0	0	0	0.00329187662167482	0	0	0.0023868513368892	0	0	0	0	0.000747562974056529	0.00183680760595341	0.00417940194545271	0	0	0	0	0	8.88935442665988e-05	0	0.0013609925149742	5.37728678407564e-05	0	0	0	7.50373909157516e-05	0.00415830234586303	0	0	0.00120988653505411	0	0	0.00257208209925243	0.000835817860715675	0	0	0	0	0.00153720290239088	0.00049703119951119	0	0.000112254879415586	0	0	0	0.00133313688539327	0	0	0	0	0.000263014212813647
motu_linkage_group_463	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000701360234253824	0	0	0	0	0	0	0	0	8.12993223255015e-05	0	0	0	0	0	0	0	0	0	0	0	0.00156846250955829	0	0	0.00116335243755203	0	0	0.00137144221307796	0.000521274703026133	0	0	0	0	0.0075241010082762	0	0	0	0	0	0	0.000334509530985629	0	0	0	0	0
motu_linkage_group_47	0	0	0	0	0	0	0	0	0	0	0	0	0	8.72803847071425e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00093417733225807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_470	7.02492404022115e-05	0	0.00109070040320207	0	0	0	0	0.00275928824475335	0	0	0.00016194975347597	0	0	0.000103905219889455	0	4.23592822542359e-05	0	0	0.000286422595423958	0	0.0209737742527923	0	0.00272081732049345	0	0	0	0	0	0.000842768441964796	0	0	0	0	0	0.00397449992269797	0	0	0.000692841007253209	0	0	6.32973329112903e-05	0.000217846144548235	0	0	0	0	0.000297383302605794	0	0	6.12299342266833e-05	0	0	0	0.00010292600953404	7.57160631890898e-05	0	0	0	0.000125244863244594
motu_linkage_group_474	0	0.000106731746849854	0.00151062005843487	0	0	0	0	0.00117214564637122	0	0	6.94070372039873e-05	0	0	0.000274309780508162	0	0	0.000324916456274393	0	0.000159823808246568	0.000266886575224	0.000227450446011032	0	0	0	0	0	0	0	0.00100155090204512	0.000510842244487185	0	0	0	7.50373909157516e-05	0.000148619121041057	0	0	0	0	0.000290741766376293	0	0.00025519119789936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_480	0	0	0	0	0	0	0	0	0	0	0.000300763827883945	0	0	0	0	0	0.000105037647502498	0	0	0	0	0	0	0	0	0	0.0257013459860804	0	9.1605265430956e-05	0	0	0.000129036181265763	0	0	0	0.000107271991503203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_481	0	0	0.000103010593635751	0	0	0.000159923652955773	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057223621570087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7245234686972e-05	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_484	0	0	0	0	0.000129988878944956	0	0	0	0	0	0	0	0	0	0	0	8.40301180019983e-05	0	0	0.000261391851616447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70081894855477e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_486	0.000288802432764647	0	0.000665327245953265	0	0	0	0	0.0320651368346297	0.000131439809700679	0.0560210809665014	6.94070372039873e-05	0	0	0.00200121453507091	0	0	0	0.000113142079132688	0.000685695693444955	0	0	0.00291354175941025	0.000829253087720115	0.0249593285783753	6.51799419359231e-05	0.000135107300588336	0	0	0	0	9.07038646895104e-05	0	0	0	0.00122292305313784	0	5.68001965182405e-05	0.000344352321515401	0	0	0.000697677269422222	6.22417555852099e-05	0	0	0	0	0	0	0	0	0	0	0	0.000178405083192335	0	0	0	0	0
motu_linkage_group_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186136390008325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_490	0	0	0.000715014708765804	0	0	0.000319847305911546	2.94219905299816e-05	0.000728452096614884	0	0	0.00129559802780776	0.000179120517094505	0	0.00147545412243027	0	5.64790430056479e-05	0.00105637862631084	0	0.00307045022294483	0.000282585785531294	0.00135522557414906	0.00201886555174306	0.000812993223255015	0.000831999805940668	0	0	0.000737075637877215	0	0.00126211699038206	0	0	0	0	0.00017821380342491	0.000728941403201373	0	0	0.00379511417405862	0	0	0.000681423139489446	0.000456439540958206	0.000680691330677987	0.000114133403364799	0	0	0.000291314255613839	0	0	0.00253083728136958	0.0012119256410009	0	0	0.00471934814085707	0	0.00235685823760836	0	0	0.00197260659610235
motu_linkage_group_491	0	0	0.00115205230088219	0.0015605221776534	0	0	0	0	0	0	0.000234248750563457	0.000124006511834657	0	0.000514330838452804	0	0	0.00226181067622045	0	0.00910609036501617	0	0.000501101763868055	0	0.00216798192868004	0	0	0	5.00026186499618e-05	0	0.00235425532157557	0.00100824127201418	0	0	0.000823706298191353	0.000131315434102565	0.000216559290659825	0	0	0.000442073926269772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_495	0	0.00179309334707755	0	0	0	0	0	0	0	0	9.2542716271983e-05	0	0	6.23431319336732e-05	0	0	0.00105815704150665	0	0	0	0	0	0	0	0	0	0	0	0	0.000221066234456443	0	0	0	7.50373909157516e-05	0	0	0.000132533791875894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253322934244787	0	0	0	0	0.000484134493774872	0	0	0	0	0	0	0	0	0.000191081727052787	0	0	0.000267571060636967	0	0	0.000206302418377539	0	0	0	0	0	0.000660919217423898	0	0	0	0	0	0	0	0	0	0	0	9.39336474334454e-05
motu_linkage_group_497	0	0	0	0	0	0	0	0.00133108064926902	0	0	0	0	0	0	0	0	0	0.000543081979836902	0	0	0	9.56304735036188e-05	0.000117432354470169	0.000563763068505396	0	0	0	0	0.000134354389298736	0	0	0	0	0	0	0	0.00806562790559015	0	0	0	5.62642959211469e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67870473918173e-05	0	0	0	0
motu_linkage_group_498	0.00316121581809952	0	0	0.000369971823273452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210387041707961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000167522751007492	0	0	0.00430421863796774	0	0	0	0	0	0.00232141047442278	0	0.000861430572927532	0	0.0343493460672343	0	0	0.018320829697059	0.00198754665871361	0.00410171461241233	0	0	0
motu_linkage_group_502	0.000351246202011057	0	0.010530712392916	0	0	0.000319847305911546	0	0.000576139385504499	0	0	0.00206832970867882	0.00120286316479617	0	0.0018889968975903	0	0.00010589820563559	0	0	0.00230971180949879	0.000734723042381364	0	9.56304735036188e-05	0.000818413178076715	0	0	0	0.000493359170679624	0	0.00287274112391478	0	0	0	0	0.000990493560087921	0.00263692783332846	0	0	0.000781772838034964	0	0	0.00358403565017706	0.000392123060186822	0.000638148122510613	0.000102720063028319	0	0	0.00064453279054562	0.00297246267359844	0	0.00066128328964818	0	0	0	0.00612752843425982	0.000335043579611722	0.00370912192808144	0	0	0.000986303298051177
motu_linkage_group_504	0	0	0.00107979339917005	0	0	0	0	0	0	0	0	0	0	0.000280544093701529	0	0	0	0	0	0	0.000490440024211287	0	0	0	0	0	0	0	0.000161225267158483	0	0	0	0	0.000100049854554335	0.00231845828824048	0	0	0.000248181853344433	0	0	0	8.29890074469465e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_507	0	0	0.000242377867378239	0.000516484881492853	0.00223580871785325	0	0	0	0	0	6.94070372039873e-05	0	6.90817740766407e-05	0.000491818040810089	0	4.23592822542359e-05	0.000927443524614648	0	0.000567116738939436	0.00757486897326941	0.00056862611502758	9.56304735036188e-05	0.00879237115520239	0.00033132081161015	0	0	0	0	0.00056184562797653	0.000400309127258964	0	0	0.00161395260338569	0.00017821380342491	0.000544936777150541	0	0.000205900712378622	0	0	0.000551079165026961	0.000331334187091198	0.000594754553369783	0	0	0	0	0.00246403307873373	0	0	6.12299342266833e-05	0	0	0	0	0.000567870473918173	0	0	0.000142427162512935	0.000156556079055742
motu_linkage_group_508	0	0	0.000272675100800519	0	0	0	0	0	0	0	0.00375569190203798	0	0	0.000741190568544782	0	0	0	0	0	0	0.000767645255287233	0	0	0	0	0	0.00027501440257479	0	0.0140705687701948	0	0	0	0	0.000100049854554335	0.000360932151099709	0	0	0.0027506822079008	0	0	5.62642959211469e-05	0.000365670314063108	6.38148122510613e-05	0	0	0	0.0104751751081143	7.56351825343115e-05	0	0.000214304769793392	9.29247108757135e-05	0	0	0.000510817973243011	0	0.00274098706638983	0	0	0.000354860445859683
motu_linkage_group_510	7.02492404022115e-05	0	0	0.0688474347029973	0	0	0	0.0373791580889254	0	0	0.000670934692971877	0.000124006511834657	0	0.00126071666799206	0	0	0	0	0.00178154854353702	0.000406217066701235	0	0.000616285273689988	0.00237273577749982	0.00104055442396313	0.000114064898387865	0	4.44467721332994e-05	0	0.0263090322317706	0	7.55865539079253e-05	0	7.08564557583959e-05	0.00071285521369964	0.00256898766370969	0	0	0.00534625075746133	0	0	0.00101275732658064	0.00139006587473635	0.000287166655129776	0	0	0	0.0055410399036549	0.000113452773801467	0	0.00445617854649751	0.000655939135593272	0.0361150999126055	0	0.00141046753805906	8.5180571087726e-05	0.0120316961964095	0.0155636813883438	0	0.0061578724428592
motu_linkage_group_517	0.000444911855880673	0	0.00117553265678446	0	0.000658610319987778	0	0	0.00108164099194331	0	0	0.000578391976699894	0	0	0.000595723260699544	0	0	0.000130713516891997	0	0.000750427200010769	8.83080579785294e-05	0.000194957525152313	0	0.000359072006937632	0	0	0.000151995713161878	0.000120839661737408	0	0.00184839068914018	8.06593017611345e-05	0	0.000157710888213711	0	9.00448690989019e-05	0.000207005204307186	0	0	0.000165454568896289	0	0	8.84153221618023e-05	0.000225626363996386	0	0	0	0	5.46214229275949e-05	0	0	0.000102049890377806	0	0.000102325869255114	0	6.86173396893597e-05	0	0	0	0	0.000140900471150168
motu_linkage_group_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64790430056479e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138003469538124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_520	0	0.000170770794959767	0.00029994261088057	0.00118865306297855	0	0.00023988547943366	4.41329857949723e-05	0.009721524343915	0.00290669750595217	0	0.000251600509864454	0.000279014651627978	0	0.00288648700852907	0	0	0.0098371258141006	0	0.000438226570998655	0.000473331190764917	0.000199019140259653	0	0	0	0	0	6.25032733124523e-05	0	0.000183210530861912	0.000500087670919034	0	0.000537650755274014	0	0.00172585999106229	0.000363055281400295	0	0	0.00219640940209823	0	8.55122842283216e-05	0.00355590350221648	0.00132574939396497	0.00806619226853415	0.000196880120804278	0	0	0.00191721194475858	0.0236889391697464	0	0.00350847523118895	0.00210775108903971	0.00258795470198694	0	0.0012213886464706	0	0.00958629300843797	0.000302533763488324	0	0.00356947860247093
motu_linkage_group_525	0	0	0	0	0	0.000959541917734639	0	0	0	0	0.00904605051558634	0	0	0.00735025525498007	0	0.00016520120079152	7.46934382239985e-05	0.000452568316530752	0	0.0151112748812859	0	0	0.00051489570806151	0	0	0	0.000375019639874714	5.31215957629249e-05	0.0018687474147915	5.37728678407564e-05	0	0	0	0	0.0202992488039077	0	0	0.00483023932071603	0	0	0.00443237620089924	0.00573513319320862	0.000606240716385082	0	0	0	0.00700792856161043	0.000340358321404402	0	0.000260227220463404	4.37292757062181e-05	0	0	0.0151507086034106	0	0.00827374433246602	0.000151266881744162	0	0.00112720376920134
